name,age,years_played,games_played,avg_rec,avg_tgt,avg_yds,avg_ypr,avg_lg,avg_TD,avg_rush,avg_ryds,avg_rypa,avg_rlg,avg_rTD,TM TGT %,ADP
lesean-mccoy,30,7,14,2.4285714285714284,3.2857142857142856,17.0,5.3500000000000005,8.642857142857142,0.0,11.5,36.71428571428572,2.7142857142857144,11.785714285714286,0.2142857142857142,10.4,109.0
leonard-fournette,23,1,8,2.75,3.25,23.125,8.25,14.25,0.125,16.625,54.875,3.425,13.5,0.625,3.5,27.0
wendell-smallwood,24,1,16,1.75,2.1875,14.375,5.2125,9.6875,0.125,5.4375,22.75,3.0625,6.5,0.1875,6.1,390.0
theo-riddick,27,3,14,4.357142857142857,5.285714285714286,27.428571428571427,6.121428571428571,11.785714285714286,0.0,2.857142857142857,12.214285714285714,2.7785714285714285,5.142857142857143,0.0,14.1,1000.0
jamaal-williams,23,1,16,1.6875,2.5625,13.125,4.4375,7.625,0.0,7.5625,28.9375,3.825,9.1875,0.1875,4.5,1000.0
alex-collins,23,0,10,1.5,2.1,10.5,5.0600000000000005,6.8,0.1,11.4,41.1,3.56,11.9,0.7,4.8,475.0
frank-gore,35,11,14,0.8571428571428571,1.1428571428571428,8.857142857142858,7.857142857142857,8.142857142857142,0.0714285714285714,11.142857142857142,51.57142857142857,4.435714285714286,16.428571428571427,0.0,4.2,185.0
royce-freeman,22,0,14,1.0,1.4285714285714286,5.142857142857143,1.692857142857143,2.071428571428572,0.0,9.285714285714286,37.21428571428572,4.035714285714286,12.071428571428571,0.3571428571428571,1.8,103.0
damien-williams,26,4,16,1.4375,1.5,10.0,2.69375,4.6875,0.125,3.125,16.0,1.7374999999999998,5.3125,0.25,0.8,57.0
carlos-hyde,27,3,14,0.7142857142857143,1.1428571428571428,2.357142857142857,1.4642857142857142,2.0,0.0,12.285714285714286,40.785714285714285,2.992857142857143,10.714285714285714,0.3571428571428571,3.0,174.0
alfred-blue,27,1,16,1.25,1.6875,9.625,3.225,5.0625,0.0,9.375,31.1875,3.65,10.625,0.125,4.5,992.0
giovani-bernard,26,5,12,2.9166666666666665,4.0,18.166666666666668,7.241666666666667,12.5,0.0,4.666666666666667,17.583333333333332,3.025,6.916666666666667,0.25,7.2,178.0
javorius-allen,26,0,14,2.5,3.071428571428572,14.0,3.778571428571429,8.214285714285714,0.1428571428571428,2.9285714285714284,7.857142857142857,1.8642857142857143,4.071428571428571,0.2142857142857142,9.9,508.0
chris-thompson,27,3,10,4.1,5.5,26.8,5.54,9.4,0.1,4.3,17.8,4.3,9.7,0.0,9.0,812.0
gus-edwards,23,-1,11,0.1818181818181818,0.1818181818181818,1.818181818181818,1.818181818181818,1.818181818181818,0.0,12.454545454545457,65.27272727272727,5.327272727272727,16.181818181818183,0.1818181818181818,0.2,1000.0
jaylen-samuels,21,-1,14,1.8571428571428568,2.071428571428572,14.214285714285714,4.250000000000001,7.0,0.2142857142857142,4.0,18.285714285714285,1.8285714285714287,5.142857142857143,0.0,1.3,173.0
devontae-booker,26,1,16,2.375,3.1875,17.1875,6.4625,9.8125,0.0,2.125,11.4375,3.10625,5.625,0.0625,8.2,943.0
legarrette-blount,31,4,16,0.625,0.9375,4.1875,3.25,3.875,0.0,9.625,26.125,2.21875,10.0,0.3125,1.5,288.0
elijah-mcguire,24,-2,8,2.375,3.875,24.125,8.799999999999999,12.375,0.125,11.5,34.5,3.2875,14.625,0.375,3.8,610.0
jacquizz-rodgers,28,3,16,2.375,2.8125,19.0,4.6875,7.125,0.0,2.0625,6.625,2.09375,4.8125,0.0625,6.9,435.0
josh-adams,21,-1,16,0.4375,0.8125,3.625,1.45625,1.8125,0.0,7.5,31.9375,3.1812500000000004,11.875,0.1875,1.9,442.0
corey-clement,23,1,11,2.0,2.272727272727273,17.454545454545453,5.563636363636364,9.272727272727272,0.0,6.181818181818182,23.545454545454547,3.4909090909090907,12.090909090909092,0.1818181818181818,5.3,986.0
spencer-ware,26,1,13,1.5384615384615383,1.7692307692307692,17.23076923076923,6.93076923076923,10.076923076923077,0.0,3.923076923076923,18.923076923076923,3.4615384615384617,9.0,0.1538461538461538,4.3,626.0
christopher-ivory,30,4,13,1.0,1.6153846153846154,15.76923076923077,9.915384615384614,13.461538461538462,0.0,8.846153846153847,29.615384615384617,3.2076923076923083,9.615384615384617,0.0769230769230769,5.7,549.0
ty-montgomery,25,3,13,1.9230769230769231,3.076923076923077,18.07692307692308,8.338461538461539,10.846153846153848,0.0,3.1538461538461537,14.461538461538462,3.446153846153846,8.461538461538462,0.0769230769230769,6.0,214.0
rashaad-penny,22,0,14,0.6428571428571429,0.8571428571428571,5.357142857142857,1.9,3.2142857142857144,0.0,6.071428571428571,29.928571428571427,3.635714285714285,11.928571428571429,0.1428571428571428,3.9,108.0
alfred-morris,29,4,12,0.6666666666666666,1.0833333333333333,6.083333333333333,3.083333333333333,3.5,0.0,9.25,35.666666666666664,3.225,13.583333333333334,0.1666666666666666,3.4,987.0
cj-anderson,27,2,11,0.4545454545454545,0.8181818181818182,3.727272727272727,2.390909090909091,2.909090909090909,0.0909090909090909,6.090909090909091,36.63636363636363,3.7,10.181818181818182,0.1818181818181818,0.8,224.0
chase-edmonds,22,0,16,1.25,1.4375,6.4375,2.84375,3.9375,0.0,3.75,13.0,3.43125,8.0,0.125,4.6,1000.0
kapri-bibbs,25,-1,12,1.3333333333333333,1.9166666666666667,9.583333333333334,4.324999999999999,6.166666666666667,0.0833333333333333,1.75,8.583333333333334,3.2916666666666665,5.5,0.25,4.8,582.0
justin-jackson-rb,22,0,13,1.1538461538461535,1.4615384615384617,10.384615384615383,5.015384615384615,6.230769230769231,0.0,3.8461538461538463,15.846153846153848,1.907692307692308,4.615384615384615,0.1538461538461538,0.6,183.0
bilal-powell,29,4,7,1.5714285714285714,2.571428571428572,15.714285714285714,4.471428571428572,6.571428571428571,0.1428571428571428,11.428571428571429,49.0,3.914285714285714,16.142857142857142,0.0,4.9,1000.0
jordan-wilkins,24,0,16,1.0,1.0625,5.3125,2.7,3.3125,0.0,3.75,21.0,6.36875,10.25,0.0625,3.2,1000.0
zach-zenner,26,0,8,0.875,1.25,7.0,5.625,6.25,0.0,6.875,33.125,5.3125,12.5,0.375,0.2,476.0
rex-burkhead,28,5,8,1.75,2.5,16.375,8.1875,11.625,0.125,7.125,23.25,2.85,8.125,0.0,1.5,982.0
trenton-cannon,23,0,16,1.0625,1.5625,9.0,4.26875,5.875,0.0,2.375,7.0625,1.91875,4.375,0.0625,4.3,975.0
jeffery-wilson,22,0,6,2.0,2.5,16.333333333333332,4.766666666666667,7.833333333333333,0.0,11.0,44.333333333333336,4.133333333333334,11.833333333333334,0.0,0.3,530.0
jay-ajayi,25,0,4,1.25,1.5,5.0,3.175,5.25,0.0,11.25,46.0,3.925,13.75,0.75,1.5,305.0
malcolm-brown,25,3,12,0.4166666666666667,0.5833333333333334,4.333333333333333,3.583333333333333,3.583333333333333,0.0833333333333333,3.583333333333333,17.666666666666668,3.483333333333333,6.583333333333333,0.0,1.8,1000.0
marcus-murphy,26,-1,11,1.0,1.7272727272727273,2.363636363636364,1.554545454545455,2.363636363636364,0.0,4.727272727272728,22.727272727272727,4.381818181818182,8.727272727272727,0.0,5.4,725.0
raheem-mostert,26,3,9,0.6666666666666666,0.7777777777777778,2.7777777777777777,1.2000000000000002,3.2222222222222223,0.0,3.7777777777777777,29.0,4.355555555555556,13.333333333333334,0.1111111111111111,2.0,973.0
rod-smith,26,0,16,0.5625,0.75,3.75,2.5625,2.75,0.0,2.75,7.9375,1.99375,4.75,0.0625,2.1,963.0
brandon-bolden,28,5,16,0.1875,0.1875,0.8125,0.8125,0.8125,0.0625,0.5,5.6875,3.39375,5.1875,0.125,0.0,377.0
taquan-mizzell,24,-2,9,0.8888888888888888,1.1111111111111112,8.666666666666666,5.111111111111111,6.666666666666667,0.1111111111111111,1.0,1.7777777777777777,1.2555555555555555,1.4444444444444444,0.0,1.4,457.0
cj-ham,24,1,15,0.7333333333333333,1.0,5.666666666666667,2.56,3.2666666666666666,0.0,0.4,0.5333333333333333,0.5,0.5333333333333333,0.0,2.9,357.0
corey-grant,26,-1,5,1.8,2.4,13.4,2.8600000000000003,4.8,0.0,2.6,8.0,4.220000000000001,5.2,0.0,3.0,667.0
dontrell-hilliard,23,0,11,0.8181818181818182,0.9090909090909092,9.545454545454543,5.909090909090909,7.272727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1000.0
cameron-artis-payne,28,-1,9,0.3333333333333333,0.4444444444444444,1.6666666666666667,1.5555555555555556,1.7777777777777777,0.0,2.111111111111111,7.666666666666667,1.8333333333333333,3.111111111111111,0.1111111111111111,0.0,952.0
