name,age,years_played,games_played,avg_rec,avg_tgt,avg_yds,avg_ypr,avg_lg,avg_TD,avg_rush,avg_ryds,avg_rypa,avg_rlg,avg_rTD,TM TGT %,ADP
cameron-brate,27,4,16,1.875,3.0625,18.0625,8.93125,11.4375,0.375,0.0,0.0,0.0,0.0,0.0,6.7,974.0
dallas-goedert,23,0,16,2.0625,2.75,20.875,7.856249999999999,12.8125,0.25,0.0,0.0,0.0,0.0,0.0,6.8,253.0
benjamin-watson,37,10,16,2.1875,2.875,25.0,10.4625,13.6875,0.125,0.0,0.0,0.0,0.0,0.0,9.9,246.0
gerald-everett,24,1,16,2.0625,3.125,20.0,8.68125,11.6875,0.1875,0.125,1.0,0.5,0.75,0.0,7.0,1000.0
jesse-james,24,3,16,1.875,2.4375,26.4375,10.6625,15.75,0.125,0.0,0.0,0.0,0.0,0.0,6.7,308.0
ian-thomas,22,0,16,2.25,3.0625,20.8125,5.65,11.0625,0.125,0.0,0.0,0.0,0.0,0.0,4.7,948.0
greg-olsen,33,9,9,3.0,4.222222222222222,32.333333333333336,10.077777777777778,13.555555555555555,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,10.2,133.0
vernon-davis,34,9,14,1.7857142857142858,2.571428571428572,26.214285714285715,11.97857142857143,15.714285714285714,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,7.1,968.0
blake-jarwin,24,0,16,1.6875,2.25,19.1875,6.20625,9.125,0.1875,0.0,0.0,0.0,0.0,0.0,3.0,306.0
antonio-gates,38,11,16,1.75,2.8125,20.8125,8.65625,12.0,0.125,0.0,0.0,0.0,0.0,0.0,8.9,240.0
ricky-seals-jones,23,0,15,2.2666666666666666,4.6,22.866666666666667,9.88,13.733333333333333,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,16.2,372.0
nick-vannett,25,2,15,1.933333333333333,2.8666666666666667,17.933333333333334,9.1,11.6,0.2,0.0,0.0,0.0,0.0,0.0,11.3,354.0
jeff-heuerman,25,-1,11,2.8181818181818183,4.363636363636363,25.545454545454547,8.527272727272727,12.636363636363637,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,12.2,499.0
jordan-thomas,21,-2,16,1.25,1.6875,13.4375,7.643750000000001,9.4375,0.25,0.0,0.0,0.0,0.0,0.0,4.5,1000.0
tyler-higbee,25,2,16,1.5,2.125,18.25,9.7375,12.0625,0.125,0.0,0.0,0.0,0.0,0.0,6.5,381.0
jonnu-smith,22,1,13,1.5384615384615383,2.3076923076923075,19.846153846153847,9.484615384615385,14.153846153846152,0.2307692307692307,0.0,0.0,0.0,0.0,0.0,8.6,397.0
jack-doyle,28,4,6,4.333333333333333,5.5,40.833333333333336,9.516666666666666,14.166666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,7.5,162.0
rhett-ellison,29,3,14,1.7857142857142858,2.4285714285714284,19.428571428571427,8.0,10.285714285714286,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,6.2,370.0
geoff-swaim,24,3,9,2.888888888888889,3.555555555555556,26.88888888888889,8.422222222222224,16.88888888888889,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,9.5,960.0
matt-lacosse,25,0,15,1.6,2.466666666666667,16.666666666666668,9.166666666666666,10.266666666666667,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,5.4,985.0
ryan-griffin,28,5,14,1.7142857142857142,3.071428571428572,21.785714285714285,9.428571428571429,13.357142857142858,0.0,0.0,0.0,0.0,0.0,0.0,8.1,727.0
levine-toilolo,26,3,16,1.3125,1.5,16.4375,7.70625,10.0625,0.0625,0.0,0.0,0.0,0.0,0.0,1.7,399.0
jason-croom,24,-2,15,1.4666666666666666,2.333333333333333,17.266666666666666,10.186666666666667,13.066666666666666,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,7.1,805.0
anthony-firkser,23,1,12,1.5833333333333333,1.6666666666666667,18.75,7.516666666666667,11.5,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,2.0,702.0
demetrius-harris,26,3,15,0.8,1.6666666666666667,10.933333333333334,5.986666666666666,6.933333333333334,0.2,0.0,0.0,0.0,0.0,0.0,3.3,325.0
virgil-green,29,5,16,1.1875,1.6875,13.125,6.58125,9.6875,0.0625,0.0,0.0,0.0,0.0,0.0,6.0,351.0
ed-dickson,30,5,10,1.2,1.3,14.3,8.98,12.0,0.3,0.1,0.9,0.9,0.9,0.0,2.3,353.0
nick-boyle,25,3,16,1.4375,2.3125,13.3125,6.3625,8.5625,0.0,0.0,0.0,0.0,0.0,0.0,7.6,437.0
luke-stocker,30,6,16,0.9375,1.3125,10.3125,7.0,8.5625,0.125,0.0625,0.0,0.0,0.0,0.0,4.6,544.0
lance-kendricks,30,4,16,1.1875,1.5625,10.625,5.58125,7.625,0.0625,0.0,0.0,0.0,0.0,0.0,4.5,347.0
darren-fells,32,3,16,0.6875,0.75,7.3125,6.09375,6.375,0.1875,0.0,0.0,0.0,0.0,0.0,2.0,772.0
