name,age,years_played,games_played,avg_rec,std_rec,avg_tgt,std_tgt,avg_yds,std_yds,avg_ypr,std_ypr,avg_lg,std_lg,avg_TD,std_TD,avg_rush,std_rush,avg_ryds,std_ryds,avg_rypa,std_rypa,avg_rlg,std_rlg,avg_rTD,std_rTD,TM TGT %,CUSHAverage Cushion (CUSH),SEPAverage Separation (SEP),TAYAverage Targeted Air Yards (TAY),TAY%% Share of Team's Air Yards (TAY%),YAC/RYAC/Reception (YAC/R),xYAC/RExpected YAC/Reception (EYAC/R),+/-Avg .YAC Above Expectation,class
john-ross,23,1,8,3.5,1.8708286933869707,7.0,3.5355339059327378,63.25,46.7219166986972,16.825,5.83218441066467,32.0,17.76935564391686,0.375,0.6959705453537527,0.375,0.6959705453537527,0.5,2.179449471770337,0.125,1.2686114456365274,0.375,1.8666480653835098,0.0,0.0,9.1,5.8,2.9,14.9,17.56,7.4,5.6,1.9,3
nelson-agholor,26,4,11,3.5454545454545454,2.425757102568424,6.2727272727272725,3.332782323604247,33.0,27.964262908219126,9.10909090909091,5.485096260936132,17.545454545454547,10.849077349657112,0.2727272727272727,0.616575453011388,0.18181818181818182,0.5749595745760688,0.6363636363636364,2.012358511016241,0.3181818181818182,1.0061792555081206,1.4545454545454546,4.599676596608551,0.0,0.0,11.3,5.9,3.4,10.8,15.28,3.9,3.7,0.2,4
preston-williams,22,0,8,4.0,1.118033988749895,7.5,2.0615528128088303,53.5,19.42935922772545,13.299999999999999,2.8574464124459094,21.75,7.189401922274203,0.375,0.6959705453537527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,4.5,2.1,14.3,16.17,2.4,2.5,-0.1,4
albert-wilson,27,3,13,3.3076923076923075,2.16207220347003,4.769230769230769,2.292256065500206,27.0,23.942238183402345,7.692307692307692,5.392938622147346,13.615384615384615,9.515481001937047,0.07692307692307693,0.26646935501059654,0.38461538461538464,0.6249260311258431,3.4615384615384617,8.33542380091309,2.269230769230769,4.568350083477306,3.230769230769231,7.576825458176311,0.0,0.0,10.1,6.9,3.5,5.2,6.02,4.3,4.3,0.0,2
adam-humphries,26,3,12,3.0833333333333335,1.70579079087156,3.9166666666666665,2.3258809561588105,31.166666666666668,25.579397091322452,9.983333333333333,5.883711036034618,13.833333333333334,8.25462833135986,0.16666666666666666,0.372677996249965,0.08333333333333333,0.2763853991962833,0.08333333333333333,0.2763853991962833,0.08333333333333333,0.2763853991962833,0.08333333333333333,0.2763853991962833,0.0,0.0,10.5,5.5,2.9,7.2,8.93,3.5,3.8,-0.4,4
ted-ginn-jr,34,10,16,1.875,1.7275343701356567,3.5,2.091650066335189,26.3125,25.869187149000258,10.6375,7.807438360307432,17.375,14.789671226906973,0.125,0.33071891388307384,0.1875,0.3903123748998999,1.125,3.059309562630104,1.125,3.059309562630104,1.125,3.059309562630104,0.0,0.0,9.6,7.0,2.8,16.1,24.8,1.5,1.9,-0.3,4
demaryius-thomas,31,6,11,3.272727272727273,1.4200453956193917,5.2727272727272725,2.4528613751330983,39.36363636363637,23.144890373756862,10.91818181818182,4.343400046846035,18.818181818181817,11.968277629696246,0.09090909090909091,0.28747978728803447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,5.8,2.5,9.9,14.32,5.1,4.5,0.6,4
allen-hurns,27,2,14,2.2857142857142856,1.2777531299998797,3.357142857142857,2.1249249686633593,29.714285714285715,18.64107818551189,12.9,4.589584481659066,15.928571428571429,6.408301376387681,0.14285714285714285,0.34992710611188266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,6.3,3.0,11.0,9.71,3.5,4.0,-0.5,4
marquez-valdesscantling,24,1,16,1.625,1.653594569415369,3.5,2.692582403567252,27.75,37.09194656525861,11.575,15.921742209946748,18.3125,21.583323278633436,0.125,0.33071891388307384,0.125,0.33071891388307384,0.5625,2.178553132241672,0.5625,2.178553132241672,0.5625,2.178553132241672,0.0,0.0,9.8,5.7,2.6,16.6,19.27,5.9,3.9,2.0,3
olabisi-johnson,22,-2,16,1.9375,1.71277370075559,2.8125,2.5792137852454187,18.375,15.325122348614382,7.981249999999999,5.732061011320448,10.4375,7.549575733112424,0.1875,0.3903123748998999,0.0625,0.24206145913796356,0.375,1.4523687548277813,0.375,1.4523687548277813,0.375,1.4523687548277813,0.0,0.0,9.7,6.5,2.5,10.6,13.63,2.0,2.4,-0.4,4
geronimo-allison,25,1,16,2.125,1.2183492931011204,3.4375,1.6944302139657448,17.9375,14.647818736931448,7.30625,5.2657464748599505,10.75,8.562271894771854,0.125,0.33071891388307384,0.0625,0.24206145913796356,0.4375,1.6944302139657448,0.4375,1.6944302139657448,0.4375,1.6944302139657448,0.0,0.0,9.6,5.7,3.3,8.1,9.25,3.7,3.5,0.1,4
josh-gordon,28,4,11,2.4545454545454546,1.6160353486028343,4.2727272727272725,3.164890033732584,38.72727272727273,25.54173379567754,17.29090909090909,13.618266779683992,23.90909090909091,15.084335917853481,0.09090909090909091,0.2874797872880344,0.09090909090909091,0.2874797872880344,0.09090909090909091,0.2874797872880344,0.09090909090909091,0.2874797872880344,0.09090909090909091,0.2874797872880344,0.0,0.0,9.1,5.4,2.4,11.4,11.41,6.0,5.5,0.5,3
damiere-byrd,26,3,11,2.909090909090909,2.3141676475196102,4.181818181818182,2.442732516826255,32.63636363636363,28.89879748134459,10.127272727272727,7.344891967655408,19.90909090909091,18.248061144603557,0.09090909090909091,0.28747978728803447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,5.7,3.2,9.7,11.84,4.9,3.9,1.0,4
kelvin-harmon,22,-3,16,1.875,1.5360257159305635,2.75,2.1937410968480306,22.8125,19.663477407366177,9.875,7.379913617380627,14.375,10.313068166166653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,6.4,2.4,11.4,14.15,3.4,2.8,0.6,4
daesean-hamilton,24,-1,16,1.75,1.75,3.25,2.704163456597992,18.5625,23.299594282948362,6.1125,6.489595037442629,8.8125,9.368956385318484,0.0625,0.24206145913796356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,5.3,3.3,8.6,13.22,4.6,4.4,0.2,4
josh-reynolds,24,2,16,1.3125,1.3564084008881692,2.6875,2.1130176880471208,20.375,23.24563130999027,8.79375,8.92268658742982,11.875,11.847336198487827,0.0625,0.24206145913796356,0.3125,0.7680128579652817,1.4375,7.219494009277936,0.23124999999999996,2.729862347720119,0.375,3.2379584617471546,0.0,0.0,6.8,6.3,2.7,11.3,10.18,6.9,5.3,1.6,4
