name,age,years_played,games_played,avg_rec,avg_tgt,avg_yds,avg_ypr,avg_lg,avg_TD,avg_rush,avg_ryds,avg_rypa,avg_rlg,avg_rTD,TM TGT %,ADP,CUSHAverage Cushion (CUSH),SEPAverage Separation (SEP),TAYAverage Targeted Air Yards (TAY),TAY%% Share of Team's Air Yards (TAY%),YAC/RYAC/Reception (YAC/R),xYAC/RExpected YAC/Reception (EYAC/R),+/-Avg .YAC Above Expectation
christian-kirk,24,3,17,4.529411764705882,6.0588235294117645,57.76470588235294,13.123529411764704,25.294117647058822,0.2941176470588235,0.0588235294117647,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.0,17.4,82.0,6.0,3.3,11.4,27.87,3.3,4.1,-0.8
amari-cooper,27,6,15,4.533333333333333,6.933333333333334,57.66666666666666,13.106666666666666,22.8,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,15.9,70.0,6.8,2.5,11.2,22.75,3.7,3.4,0.3
adam-thielen,30,7,13,5.153846153846154,7.3076923076923075,55.84615384615385,10.523076923076925,21.07692307692308,0.7692307692307693,0.0769230769230769,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.0,15.7,73.0,6.1,3.1,9.7,20.34,3.8,3.6,0.1
jakobi-meyers,24,2,16,5.1875,7.875,54.125,10.625000000000002,21.5,0.125,0.0625,0.5625,0.5625,0.5625,0.0,23.6,133.0,5.4,2.8,9.6,28.51,3.0,3.3,-0.4
devonta-smith,22,0,17,3.764705882352941,6.117647058823529,53.88235294117647,13.805882352941175,24.47058823529412,0.2941176470588235,0.0,0.0,0.0,0.0,0.0,21.1,85.0,6.1,2.3,14.8,38.05,2.9,2.7,0.3
tyler-boyd,26,5,16,4.1875,5.875,51.75,12.05,24.25,0.3125,0.125,1.375,1.375,1.375,0.0,16.9,126.0,6.3,3.2,8.0,17.31,5.9,5.2,0.7
aj-brown,24,2,13,4.846153846153846,8.076923076923077,66.84615384615384,13.007692307692308,24.23076923076923,0.3846153846153846,0.1538461538461538,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.0,19.6,34.0,6.1,2.7,12.0,32.11,3.7,3.5,0.2
marvin-jones,31,8,17,4.294117647058823,7.0588235294117645,48.94117647058823,12.152941176470588,20.23529411764705,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,19.9,159.0,6.1,2.5,12.8,32.67,1.8,2.6,-0.8
brandon-aiyuk,23,1,17,3.294117647058824,4.941176470588236,48.588235294117645,14.43529411764706,22.058823529411764,0.2941176470588235,0.2941176470588235,1.0,1.0,1.0,0.0,16.3,103.0,5.5,2.9,9.9,21.11,6.7,4.2,2.5
chase-claypool,23,1,15,3.933333333333333,7.0,57.333333333333336,14.113333333333337,27.6,0.1333333333333333,0.9333333333333332,6.4,3.933333333333333,5.333333333333333,0.0,15.8,111.0,5.1,2.4,11.3,27.22,5.4,4.0,1.4
russell-gage,25,3,13,5.076923076923077,7.230769230769231,59.23076923076923,10.1,19.384615384615383,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,16.4,139.0,6.1,3.1,9.5,22.04,4.1,3.7,0.4
courtland-sutton,25,3,17,3.411764705882353,5.764705882352941,45.64705882352941,12.53529411764706,22.352941176470587,0.1176470588235294,0.0,0.0,0.0,0.0,0.0,18.1,51.0,5.2,2.6,15.4,34.5,2.5,3.0,-0.5
deandre-hopkins,29,8,10,4.2,6.4,57.2,15.13,25.5,0.8,0.0,0.0,0.0,0.0,0.0,10.8,98.0,5.3,2.8,12.6,19.15,3.5,2.9,0.5
allen-lazard,25,3,14,2.857142857142857,4.285714285714286,36.642857142857146,14.035714285714286,20.571428571428573,0.5714285714285714,0.2142857142857142,2.2857142857142856,2.2857142857142856,2.2857142857142856,0.0,10.1,99.0,5.8,2.6,10.9,15.06,5.2,4.6,0.6
mecole-hardman,23,2,17,3.4705882352941178,4.882352941176471,40.76470588235294,13.86470588235294,22.41176470588235,0.1176470588235294,0.4705882352941176,2.7058823529411766,1.9705882352941173,2.647058823529412,0.0,12.3,182.0,6.8,4.1,7.2,12.76,8.8,6.5,2.2
robby-anderson,28,5,17,3.117647058823529,6.470588235294118,30.529411764705884,11.058823529411764,15.176470588235292,0.2941176470588235,0.1764705882352941,2.117647058823529,1.1470588235294117,1.9411764705882355,0.0,18.4,169.0,7.0,2.8,10.9,27.99,2.9,3.5,-0.5
elijah-moore,21,0,11,3.909090909090909,7.0,48.90909090909091,9.9,21.727272727272727,0.4545454545454545,0.4545454545454545,4.909090909090909,4.909090909090909,4.909090909090909,0.0909090909090909,12.8,91.0,5.9,3.4,11.9,21.46,5.1,4.7,0.4
robert-woods,29,8,9,5.0,7.666666666666667,61.77777777777778,12.244444444444444,20.666666666666668,0.4444444444444444,0.8888888888888888,5.111111111111111,3.1444444444444444,4.777777777777778,0.1111111111111111,11.4,110.0,6.2,3.8,8.5,11.47,4.8,4.7,0.0
odell-beckham,28,6,14,3.142857142857143,5.857142857142857,38.35714285714285,11.235714285714286,21.285714285714285,0.3571428571428571,0.1428571428571428,1.0,1.0,1.0,0.0,13.5,212.0,6.3,2.6,13.2,21.12,3.7,3.7,0.0
gabriel-davis,22,1,15,2.333333333333333,4.2,36.6,14.513333333333334,20.6,0.4,0.0,0.0,0.0,0.0,0.0,9.6,61.0,5.3,2.6,14.1,16.62,4.0,3.6,0.4
rondale-moore,21,0,14,3.857142857142857,4.571428571428571,31.071428571428573,7.428571428571428,17.5,0.0714285714285714,1.2857142857142858,5.428571428571429,2.3000000000000003,4.357142857142857,0.0,11.0,202.0,8.0,5.7,1.1,1.68,8.4,6.8,1.5
devante-parker,28,6,10,4.0,7.3,51.5,11.6,20.9,0.2,0.0,0.0,0.0,0.0,0.0,11.9,167.0,5.2,1.7,11.8,20.0,3.2,2.6,0.6
rashod-bateman,21,0,12,3.8333333333333335,5.666666666666667,42.91666666666666,10.058333333333334,17.083333333333332,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,11.0,83.0,6.9,2.7,9.2,11.89,3.9,3.3,0.6
josh-palmer,21,0,15,2.2,3.2666666666666666,23.53333333333333,11.113333333333337,15.266666666666667,0.2666666666666666,0.0666666666666666,0.4,0.4,0.4,0.0,7.3,164.0,5.3,2.5,10.1,9.82,3.0,3.0,0.0
michael-gallup,25,3,9,3.888888888888889,6.888888888888889,49.44444444444444,13.488888888888887,23.666666666666668,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,9.6,140.0,5.3,2.4,11.9,14.35,3.8,3.4,0.5
kenny-golladay,27,4,14,2.642857142857143,5.428571428571429,37.21428571428572,11.342857142857143,15.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,183.0,6.0,1.7,13.7,25.02,3.2,3.4,-0.2
marquez-valdesscantling,26,3,11,2.363636363636364,5.0,39.09090909090909,13.5,23.545454545454547,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,9.3,123.0,5.9,2.4,17.1,21.65,6.0,5.1,0.9
allen-robinson,27,7,12,3.1666666666666665,5.5,34.166666666666664,11.033333333333331,16.5,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,12.2,69.0,7.1,1.9,11.3,17.27,2.6,3.0,-0.3
jerry-jeudy,22,1,10,3.8,5.6,46.7,11.75,21.6,0.0,0.2,0.3,0.3,0.3,0.0,10.4,50.0,6.4,3.6,10.4,13.28,5.1,4.0,1.0
nico-collins,22,0,14,2.357142857142857,4.285714285714286,31.857142857142858,12.907142857142857,17.5,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,11.2,209.0,5.3,2.4,11.3,17.52,3.7,3.4,0.3
kadarius-toney,22,0,9,4.333333333333333,6.333333333333333,46.66666666666666,8.788888888888888,13.88888888888889,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,9.6,112.0,7.1,3.4,6.7,9.18,6.1,4.5,1.6
julio-jones,32,10,10,3.1,4.8,43.4,12.11,20.9,0.1,0.0,0.0,0.0,0.0,0.0,9.0,160.0,5.5,2.4,12.1,14.71,3.9,2.9,1.0
