name,age,years_played,games_played,avg_rec,std_rec,avg_tgt,std_tgt,avg_yds,std_yds,avg_ypr,std_ypr,avg_lg,std_lg,avg_TD,std_TD,avg_rush,std_rush,avg_ryds,std_ryds,avg_rypa,std_rypa,avg_rlg,std_rlg,avg_rTD,std_rTD,TM TGT %,ADP,CUSHAverage Cushion (CUSH),SEPAverage Separation (SEP),TAYAverage Targeted Air Yards (TAY),TAY%% Share of Team's Air Yards (TAY%),YAC/RYAC/Reception (YAC/R),xYAC/RExpected YAC/Reception (EYAC/R),+/-Avg .YAC Above Expectation,class
keenan-allen,26,5,16,6.0625,2.946793808531571,8.5,3.8078865529319543,74.75,32.560520573234086,12.1125,4.343079984296859,22.5,10.8397416943394,0.375,0.4841229182759271,0.5625,1.0588171466310885,4.6875,11.563513469097531,1.89375,4.113312039889509,3.375,8.01463505095522,0.0,0.0,27.0,25.0,5.3,2.7,8.8,29.75,4.4,4.5,-0.1,2
brandin-cooks,24,4,16,5.0,2.449489742783178,7.3125,2.8878787630369804,75.25,38.33161228020548,14.743749999999999,6.476396446906257,27.875,14.434658811347084,0.3125,0.582961190818051,0.625,0.8569568250501305,4.25,7.013380069552769,2.84375,3.8556725661679314,3.375,4.985917668794783,0.0625,0.24206145913796356,21.9,40.0,5.7,2.7,12.9,30.74,4.5,4.5,0.0,2
ty-hilton,28,6,14,5.428571428571429,2.4117061451620185,8.571428571428571,2.638026473231341,90.71428571428571,48.109144618444084,18.564285714285713,8.414155347037612,35.785714285714285,16.583893095533437,0.42857142857142855,0.7284313590846835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,36.0,5.9,2.3,11.3,27.56,6.2,5.4,0.8,1
tyler-lockett,25,3,16,3.5625,1.3213984069916234,4.375,1.6153559979150107,60.3125,25.81113797859366,19.5375,11.628621747653503,31.5625,14.899533340007666,0.625,0.4841229182759271,0.8125,0.6343057228182637,4.3125,5.860020797744664,4.0,5.34731240905186,4.125,5.158427570490837,0.0,0.0,17.5,53.0,6.6,3.3,13.5,24.44,4.2,3.7,0.5,3
odell-beckham,25,3,12,6.416666666666667,2.3614378858841256,10.333333333333334,2.6246692913372707,87.66666666666667,35.91038228083288,13.975,3.84385331839462,30.666666666666668,11.108055135301088,0.5,0.6454972243679028,0.4166666666666667,0.4930066485916347,1.5833333333333333,4.009537241239803,1.5833333333333333,4.009537241239803,1.5833333333333333,4.009537241239803,0.0,0.0,28.6,13.0,6.2,3.0,11.5,33.3,4.5,4.4,0.1,1
tyler-boyd,23,2,14,5.428571428571429,2.3819045715047236,7.714285714285714,2.913725436338734,73.42857142857143,34.32765292154477,13.842857142857143,4.56863754084211,25.285714285714285,9.565029844091828,0.5,0.6267831705280087,0.14285714285714285,0.34992710611188266,0.21428571428571427,1.4232042032265197,0.21428571428571427,1.4232042032265197,0.21428571428571427,1.4232042032265197,0.0,0.0,22.1,59.0,5.6,2.9,9.4,22.93,5.8,5.0,0.8,1
amari-cooper,24,3,9,5.888888888888889,2.1829869671542776,8.444444444444445,2.4993826398226653,80.55555555555556,66.27570547193345,12.111111111111112,5.864477706107518,30.77777777777778,28.185014843501413,0.6666666666666666,1.0540925533894598,0.1111111111111111,0.31426968052735443,1.2222222222222223,3.456966485800899,1.2222222222222223,3.456966485800899,1.2222222222222223,3.456966485800899,0.0,0.0,18.7,30.0,6.0,2.9,9.9,28.86,5.7,3.8,2.0,1
jarvis-landry,25,4,16,5.0625,2.2491317769308226,9.3125,3.330141701189305,61.0,31.386701005362127,12.1375,4.273592604589258,24.4375,12.031047076210783,0.25,0.4330127018922193,0.1875,0.5266343608235224,3.75,13.055171389146908,2.0625,6.5998934650492656,3.5625,12.333738028270261,0.0625,0.24206145913796356,28.0,67.0,5.7,3.3,10.8,30.45,3.8,3.6,0.3,2
calvin-ridley,23,-1,16,4.0,1.9685019685029528,5.75,2.5124689052802225,51.3125,34.692792389053956,12.04375,6.46780186288201,27.8125,21.41908830342692,0.625,0.8569568250501305,0.375,0.4841229182759271,1.6875,2.6860461183680373,1.6875,2.6860461183680373,1.6875,2.6860461183680373,0.0,0.0,15.0,65.0,6.3,3.2,10.0,17.68,5.8,6.0,-0.2,3
kenny-golladay,24,1,15,4.666666666666667,2.0548046676563256,7.933333333333334,4.2812251621339525,70.86666666666666,37.6490224161118,14.906666666666665,5.162230353463725,26.533333333333335,13.425680202093632,0.3333333333333333,0.47140452079103173,0.06666666666666667,0.24944382578492946,0.5333333333333333,1.9955506062794357,0.5333333333333333,1.9955506062794357,0.5333333333333333,1.9955506062794357,0.0,0.0,20.4,49.0,4.9,2.3,12.6,37.51,5.4,4.0,1.4,1
julian-edelman,32,7,12,6.166666666666667,1.9930434571835665,9.0,2.160246899469287,70.83333333333333,23.741080196336664,11.758333333333335,3.473100999907079,23.916666666666668,8.664663229975467,0.5,0.5,0.75,0.924211375534118,8.916666666666666,12.412751060457504,4.75,6.2366524140225525,5.75,7.714974616506093,0.0,0.0,15.1,43.0,6.2,3.3,7.7,19.16,5.0,4.7,0.3,2
emmanuel-sanders,31,7,12,5.916666666666667,1.9346977943739831,8.166666666666666,2.9953667926019047,72.33333333333333,33.27745316109526,12.391666666666671,5.098930988179995,30.75,16.643942842167338,0.3333333333333333,0.4714045207910317,0.3333333333333333,0.4714045207910317,4.416666666666667,10.75064597542347,4.416666666666667,10.75064597542347,4.416666666666667,10.75064597542347,0.08333333333333333,0.2763853991962833,23.5,129.0,6.2,3.2,9.3,20.93,4.6,4.1,0.5,2
mike-williams-wr,23,1,16,2.6875,1.8614090764794289,4.125,2.117634293262177,41.5,26.251190449196777,16.65625,12.484188437279373,22.1875,14.058888425120957,0.625,0.7806247497997998,0.4375,0.49607837082461076,1.75,5.952940449895329,1.75,5.952940449895329,1.75,5.952940449895329,0.0625,0.24206145913796356,11.2,58.0,4.9,2.1,15.2,24.85,3.0,2.2,0.8,4
chris-godwin,22,1,16,3.6875,1.9273929931386593,5.9375,2.536452985962878,52.625,31.092352355523055,13.431249999999999,4.74864701125489,19.4375,9.778603875298355,0.4375,0.6091746465505602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,41.0,6.2,2.6,11.9,17.13,4.6,3.6,1.0,4
larry-fitzgerald,34,12,16,4.3125,1.9595519258238603,7.0,2.9368350311176825,45.875,23.170226045509352,10.837499999999999,3.1841158505933795,19.875,7.473912964438374,0.375,0.5994789404140899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,113.0,6.3,2.3,9.6,27.1,3.2,2.5,0.7,4
corey-davis,23,1,16,4.0625,2.0757152381769517,7.0,3.3166247903554,55.6875,38.65345836726644,13.881250000000001,5.267615536226994,22.625,11.307491985405075,0.25,0.4330127018922193,0.375,0.4841229182759271,3.4375,9.662871920397166,3.4375,9.662871920397166,3.4375,9.662871920397166,0.0,0.0,26.4,98.0,6.1,3.1,10.3,35.83,4.3,3.7,0.7,2
adam-humphries,25,2,16,4.75,2.331844763272204,6.5625,2.5731486062798625,51.0,22.22329858504358,12.024999999999999,6.439866070035929,20.75,11.4755174175285,0.3125,0.582961190818051,0.125,0.33071891388307384,0.6875,1.8946882989030147,0.6875,1.8946882989030147,0.6875,1.8946882989030147,0.0,0.0,14.3,160.0,6.5,3.6,6.1,9.66,5.7,5.1,0.6,3
sterling-shepard,25,2,16,4.125,1.996089927833914,6.6875,2.0223362109204297,54.5,39.81048856771291,12.875,6.889983671969041,23.625,14.425996499375701,0.25,0.4330127018922193,0.1875,0.3903123748998999,2.0625,6.850809714916917,2.0625,6.850809714916917,2.0625,6.850809714916917,0.0,0.0,17.4,109.0,5.9,3.1,10.4,25.96,5.2,4.6,0.6,3
golden-tate,29,6,15,4.933333333333334,2.0483055327649624,7.533333333333333,3.3836206774532056,53.0,34.32977327821047,9.9,2.904479299289289,21.2,15.887940919661888,0.26666666666666666,0.573488351136175,0.26666666666666666,0.44221663871405337,2.2666666666666666,8.070247139269581,2.2666666666666666,8.070247139269581,2.2666666666666666,8.070247139269581,0.0,0.0,21.5,148.0,6.3,3.0,6.3,17.75,5.8,3.9,1.9,3
dede-westbrook,24,0,16,4.125,1.9324531042175384,6.3125,2.567069097239106,44.8125,30.522980584307295,10.875,4.816962216999423,21.5625,13.019066546799737,0.3125,0.46351240544347894,0.5625,0.6091746465505602,6.125,11.558952158392213,5.71875,11.423616915736451,6.125,11.558952158392213,0.0,0.0,16.5,97.0,6.1,3.5,8.5,23.08,5.7,4.6,1.1,3
nelson-agholor,25,3,16,4.0,2.23606797749979,6.0625,3.2301073898556374,46.0,32.436476380766145,12.0625,8.175869602066804,29.1875,22.486714827871143,0.25,0.5590169943749475,0.1875,0.3903123748998999,2.0,4.949747468305833,2.0,4.949747468305833,2.0,4.949747468305833,0.0,0.0,17.2,182.0,6.2,3.4,10.5,23.08,6.0,5.2,0.8,3
robby-anderson,25,2,14,3.5714285714285716,2.025349554108261,6.714285714285714,2.962348764761103,53.714285714285715,38.16398558744051,16.142857142857142,10.579138115428218,26.0,16.418630532764556,0.42857142857142855,0.6226998490772391,0.14285714285714285,0.34992710611188266,-0.5714285714285714,2.3517253761649037,-0.5714285714285714,2.3517253761649037,-0.5714285714285714,2.3517253761649037,0.0,0.0,12.8,81.0,6.4,2.3,16.5,33.56,3.6,3.6,0.0,4
dj-moore-wr,21,0,16,3.4375,2.14967294023998,5.125,2.666341125962693,49.25,40.078828575695674,13.9875,11.235094291994171,24.625,20.055781585368344,0.125,0.33071891388307384,0.8125,0.6343057228182637,10.75,12.25,8.875,9.741181909809507,9.5625,10.541399041398632,0.0,0.0,13.3,74.0,6.1,2.9,9.0,17.9,7.9,4.7,3.2,3
demaryius-thomas,30,5,15,3.933333333333333,1.4817407180595248,5.933333333333334,2.434930982366623,45.13333333333333,23.893839280357508,11.046666666666669,5.587231475029074,19.6,12.059850745345067,0.3333333333333333,0.5962847939999438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,161.0,5.9,3.0,10.4,21.12,4.9,4.2,0.7,4
allen-robinson,24,4,13,4.230769230769231,2.258448962446646,7.230769230769231,2.4543163282375104,58.0,31.309865734424545,13.746153846153845,4.702309642753374,24.923076923076923,11.282808832375428,0.3076923076923077,0.6056929133855238,0.07692307692307693,0.26646935501059654,0.6923076923076923,2.398224195095369,0.6923076923076923,2.398224195095369,0.6923076923076923,2.398224195095369,0.0,0.0,17.3,60.0,5.5,2.0,11.9,25.02,4.5,3.3,1.2,4
josh-gordon,27,3,12,3.4166666666666665,1.4976833963009524,5.916666666666667,3.147971127920684,61.416666666666664,33.39026388368655,18.308333333333334,5.320472775567558,29.083333333333332,14.191889311230629,0.3333333333333333,0.4714045207910317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,77.0,4.7,2.1,14.0,22.9,7.1,4.1,3.0,4
tyrell-williams,26,1,16,2.5625,1.3678792892649556,4.0625,2.536452985962878,40.8125,35.30619412723495,14.1125,9.287819644566747,23.0625,18.555554256071144,0.3125,0.582961190818051,0.125,0.33071891388307384,0.9375,3.3813597486809948,0.9375,3.3813597486809948,0.9375,3.3813597486809948,0.0,0.0,12.1,180.0,5.6,2.8,12.5,20.15,5.1,5.3,-0.2,4
curtis-samuel,21,1,13,3.0,2.0,5.0,3.6374124361651967,38.0,26.59959513861934,13.376923076923077,8.611901768541367,19.384615384615383,13.059264094818852,0.38461538461538464,0.48650425541051995,0.6153846153846154,0.737820234355803,6.461538461538462,10.307692307692308,5.8076923076923075,10.291031310990508,6.6923076923076925,10.483574077755494,0.15384615384615385,0.36080121229410994,6.9,100.0,6.7,2.4,12.2,19.15,2.9,2.5,0.4,2
kenny-stills,26,4,15,2.466666666666667,1.8208667044996885,4.266666666666667,2.0805982045769644,36.86666666666667,36.247053520098554,14.153333333333334,8.222235435424817,22.0,17.869900204906948,0.4,0.6110100926607788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,189.0,6.2,2.4,16.4,29.41,3.7,2.9,0.8,4
courtland-sutton,22,0,16,2.625,1.4086784586980805,5.25,1.75,44.0,24.005207768315607,17.55,6.854925236645546,24.4375,11.401582949310153,0.25,0.4330127018922193,0.0625,0.24206145913796356,-0.0625,0.24206145913796356,-0.0625,0.24206145913796356,-0.0625,0.24206145913796356,0.0,0.0,13.3,150.0,4.6,2.2,14.4,27.59,4.4,3.6,0.9,4
cooper-kupp,25,1,8,5.0,2.345207879911715,6.875,2.8912583765550943,70.75,43.95381098380435,12.1625,5.900410473009484,32.125,20.83529157463365,0.75,0.6614378277661477,0.5,0.7071067811865476,3.125,6.43112548470328,2.125,4.7549316504025585,2.625,5.498579361980693,0.0,0.0,14.6,62.0,6.7,3.5,8.6,9.62,7.7,5.8,2.0,3
donte-moncrief,24,2,16,3.0,2.0615528128088303,5.5625,3.353519606324078,41.75,32.33902441323795,12.881250000000001,8.435210337478255,23.25,20.695712116281477,0.1875,0.3903123748998999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,163.0,5.9,2.2,12.8,30.88,5.1,3.3,1.8,4
christian-kirk,21,0,12,3.5833333333333335,1.552328000849763,5.666666666666667,1.699673171197595,49.166666666666664,27.95482466806441,13.566666666666668,7.622918659469541,27.75,20.72890493972125,0.25,0.4330127018922193,0.25,0.4330127018922193,2.9166666666666665,6.460886592067342,2.9166666666666665,6.460886592067342,2.9166666666666665,6.460886592067342,0.0,0.0,18.3,95.0,6.2,2.7,9.8,16.73,5.4,4.4,1.1,3
marvin-jones,28,5,9,3.888888888888889,1.6629588385661962,6.888888888888889,1.9688939051854835,56.44444444444444,27.94880681655544,14.077777777777778,3.6922675290629794,25.22222222222222,9.738557704960192,0.5555555555555556,0.6849348892187752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,121.0,4.0,2.2,15.2,23.65,3.1,2.1,1.0,4
sammy-watkins,25,4,10,4.0,2.3664319132398464,5.5,2.692582403567252,51.9,37.04443278010881,10.5,5.366190455062139,22.0,14.75127113166862,0.3,0.6403124237432849,0.5,0.6708203932499369,5.2,10.467091286503619,4.2,9.431860898041277,4.3,9.497894503520241,0.0,0.0,14.1,99.0,5.5,3.5,8.4,8.76,6.2,5.8,0.4,3
marquez-valdesscantling,23,0,16,2.375,1.996089927833914,4.5625,3.1616599674854347,36.3125,33.6929494664685,13.7375,11.795914282072415,20.375,18.687813542520164,0.125,0.33071891388307384,0.125,0.4841229182759271,1.8125,7.019782315000943,0.90625,3.5098911575004714,1.3125,5.083290641897235,0.0,0.0,10.5,151.0,6.3,3.3,12.6,16.26,6.2,5.8,0.4,3
dante-pettis,22,0,12,2.25,1.920286436967152,3.75,2.802528620133373,38.916666666666664,40.017617648008766,12.791666666666666,12.346082937065056,21.333333333333332,21.657690448327024,0.4166666666666667,0.6400954789890506,0.08333333333333333,0.2763853991962833,-0.16666666666666666,0.5527707983925666,-0.16666666666666666,0.5527707983925666,-0.16666666666666666,0.5527707983925666,0.0,0.0,6.0,124.0,5.4,3.4,11.8,13.61,7.6,5.4,2.2,3
trequan-smith,22,0,15,1.8666666666666667,2.4997777679003566,2.933333333333333,3.172100600898752,28.466666666666665,44.10119675876785,8.76,9.8319750474324,13.533333333333333,16.973966995241728,0.3333333333333333,0.5962847939999438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,166.0,5.6,2.2,12.1,14.27,4.2,3.4,0.8,4
michael-gallup,22,0,16,2.0625,1.2975337182516684,4.25,2.277608394786075,31.6875,24.443093988895924,13.912500000000001,7.606730161508294,20.1875,13.59328303795665,0.125,0.33071891388307384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,139.0,5.3,2.7,14.0,23.87,5.5,5.0,0.5,4
marquise-goodwin,27,4,11,2.090909090909091,1.2398346997259868,4.0,2.1320071635561044,35.90909090909091,34.299362690751785,15.954545454545455,14.360954870529621,22.363636363636363,19.480865797787455,0.36363636363636365,0.6428243465332248,0.36363636363636365,0.48104569292083466,0.8181818181818182,1.9455395053666091,0.8181818181818182,1.9455395053666091,0.8181818181818182,1.9455395053666091,0.0,0.0,9.1,192.0,5.8,3.0,14.2,15.98,5.9,3.8,2.1,4
randall-cobb,27,7,9,4.222222222222222,2.042752923427804,6.777777777777778,2.096440251568134,42.55555555555556,35.7898530347208,10.833333333333334,6.453078507365474,22.555555555555557,19.46570266512138,0.2222222222222222,0.41573970964154905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,140.0,5.4,2.9,8.2,8.84,6.5,6.0,0.5,3
