name,age,years_played,games_played,avg_rec,std_rec,avg_tgt,std_tgt,avg_yds,std_yds,avg_ypr,std_ypr,avg_lg,std_lg,avg_TD,std_TD,avg_rush,std_rush,avg_ryds,std_ryds,avg_rypa,std_rypa,avg_rlg,std_rlg,avg_rTD,std_rTD,TM TGT %,CUSHAverage Cushion (CUSH),SEPAverage Separation (SEP),TAYAverage Targeted Air Yards (TAY),TAY%% Share of Team's Air Yards (TAY%),YAC/RYAC/Reception (YAC/R),xYAC/RExpected YAC/Reception (EYAC/R),+/-Avg .YAC Above Expectation,class
bennie-fowler,26,0,16,1.8125,1.6286017775994228,3.5,2.3717082451262845,21.875,19.15031004970938,9.1125,7.447052688815892,12.0,9.669539802906858,0.1875,0.5266343608235224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,6.0,2.5,10.5,12.62,4.0,3.1,0.9,4
taylor-gabriel,26,0,16,2.0625,1.3448396744593758,3.1875,1.87812240016459,23.625,23.05665576357508,9.025,6.851049189722695,14.875,12.844624361965593,0.0625,0.24206145913796356,0.5,0.5,3.0625,5.104761870058191,3.0625,5.104761870058191,3.0625,5.104761870058191,0.0,0.0,9.6,7.3,3.0,10.0,10.96,6.9,5.8,1.0,1
tj-jones,24,-1,14,2.142857142857143,1.355261854357877,3.5,2.611786471254603,28.5,25.22682812291028,9.62142857142857,7.166706612766381,13.285714285714286,10.436396281616505,0.07142857142857142,0.2575393768188564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,5.8,2.8,11.0,11.84,2.8,2.5,0.3,4
donte-moncrief,23,1,12,2.1666666666666665,1.5184055965240497,3.9166666666666665,2.3614378858841256,32.583333333333336,19.593614322585363,18.375,17.301547377811808,22.416666666666668,16.82982636736207,0.16666666666666666,0.37267799624996495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,5.6,2.2,14.1,17.79,3.2,3.1,0.1,4
bruce-ellington,25,-2,11,2.6363636363636362,1.6109131951517592,5.181818181818182,2.5160640914723724,30.0,19.292014362990148,10.299999999999999,4.219650998063057,19.545454545454547,10.147670009000601,0.18181818181818182,0.38569460791993493,0.2727272727272727,0.4453617714151233,1.5454545454545454,3.9164834960978214,1.5454545454545454,3.9164834960978214,1.5454545454545454,3.9164834960978214,0.0,0.0,10.9,6.7,2.9,9.8,10.35,4.5,4.8,-0.3,2
zay-jones,22,0,15,1.8,1.6411378166788229,4.933333333333334,2.8158282775923835,21.066666666666666,19.07342537552066,9.1,6.512961435987984,12.266666666666667,9.35568751556447,0.13333333333333333,0.339934634239519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,5.3,2.7,13.0,23.83,2.9,2.9,0.0,4
john-brown,27,3,10,2.1,1.1357816691600546,5.5,1.6881943016134133,29.9,18.748066566982313,14.919999999999998,13.596602516805437,17.4,13.92982411949268,0.3,0.45825756949558394,0.1,0.30000000000000004,1.0,3.0,1.0,3.0,1.0,3.0,0.0,0.0,9.2,5.7,2.4,15.7,14.93,3.0,3.2,-0.2,4
corey-davis,22,0,11,3.090909090909091,1.7814470856604931,5.909090909090909,2.644189013136179,34.09090909090909,25.90350817046197,9.136363636363637,4.207195724918035,17.09090909090909,9.529423768275388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,6.1,2.7,11.4,17.28,3.2,3.2,0.0,4
rashard-higgins,22,1,15,1.8,1.7962924780409975,3.3333333333333335,2.521022720158538,20.8,26.268358659548312,8.086666666666666,6.657513716763105,13.666666666666666,14.772346537440226,0.13333333333333333,0.49888765156985887,0.06666666666666667,0.24944382578492946,0.26666666666666666,0.9977753031397179,0.26666666666666666,0.9977753031397179,0.26666666666666666,0.9977753031397179,0.0,0.0,8.7,4.8,3.0,9.7,9.05,5.3,4.1,1.2,4
josh-bellamy,28,2,15,1.6,1.624807680927192,3.066666666666667,2.8158282775923835,25.066666666666666,24.99457718964033,10.173333333333334,10.653103877378754,13.933333333333334,14.766930020224999,0.06666666666666667,0.24944382578492946,0.06666666666666667,0.24944382578492943,0.4,1.4966629547095764,0.4,1.4966629547095764,0.4,1.4966629547095764,0.0,0.0,9.7,6.2,2.8,13.0,17.22,5.0,4.1,0.9,4
dede-westbrook,23,-1,7,3.857142857142857,1.8070158058105026,7.285714285714286,2.4907993963089563,48.42857142857143,27.075857157555077,12.242857142857144,3.7579846965616874,19.285714285714285,7.666518779999279,0.14285714285714285,0.3499271061118826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,6.2,3.0,11.1,14.08,4.4,3.8,0.5,4
corey-coleman,23,-2,9,2.5555555555555554,2.1140330656044943,6.444444444444445,2.0061633428075325,33.888888888888886,28.83456430684244,11.511111111111111,6.447642884452589,17.0,12.174654911833116,0.2222222222222222,0.41573970964154905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,5.3,2.3,14.7,15.86,1.4,2.2,-0.8,4
dontrelle-inman,28,1,12,2.0833333333333335,1.9346977943739831,3.6666666666666665,3.39934634239519,28.583333333333332,33.66615098614961,8.15,6.528463320976334,10.416666666666666,8.985713970272789,0.08333333333333333,0.2763853991962833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,6.3,2.0,13.1,16.56,1.9,2.3,-0.5,4
ricardo-louis,23,-2,16,1.6875,1.6092991486979666,3.8125,2.788788939665388,22.3125,21.693082854910227,10.01875,9.22924825960923,14.9375,12.808535972155443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,6.5,2.4,13.8,15.66,3.6,4.0,-0.4,4
kenny-britt,28,3,12,1.6666666666666667,0.8498365855987975,3.5833333333333335,2.6286350492645836,21.333333333333332,20.32786811798577,10.775,8.106491740163147,14.5,12.789970028633114,0.16666666666666666,0.3726779962499649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,5.7,2.3,12.1,9.73,4.2,2.9,1.3,4
