name,MISC_FPTS
kenny-stills,18.9
tom-kennedy,18.4
phillip-dorsett,18.0
dede-westbrook,16.8
shi-smith,16.1
dez-fitzpatrick,15.9
dax-milne,15.4
anthony-miller,14.5
josh-gordon,14.2
chris-hogan,14.1
preston-williams,13.8
auden-tate,12.9
penny-hart,12.9
kj-hamler,12.4
juwann-winfree,11.8
jaelon-darden,11.4
cameron-batson,11.0
jamarcus-bradley,10.4
mike-thomas,10.2
dezmon-patmon,10.1
curtis-samuel,9.8
cj-board,9.7
amari-rodgers,9.6
will-fuller,8.6
jason-moore,8.6
alex-erickson,8.5
andre-roberts,8.4
cody-white,8.3
willie-snead,7.8
pharoh-cooper,7.6
cody-hollister,7.3
greg-dortch,6.9
dj-montgomery,6.6
christian-blake,6.5
trent-taylor,6.1
brandon-powell,6.0
gunner-olszewski,6.0
kj-hill,6.0
jj-arcega-whiteside,5.6
trenton-irwin,5.4
jake-kumerow,4.8
kevin-white,4.8
keith-kirkwood,4.7
mike-strachan,4.6
seth-williams,4.4
marcus-kemp,4.4
tylan-wallace,4.3
dazz-newsome,4.3
david-sills-v,3.7
tyron-johnson,3.6
tyrell-williams,3.4
stanley-morgan,3.4
cj-saunders,3.1
jaydon-mickens,3.0
davion-davis,2.7
frank-darby,2.4
kirk-merritt,2.3
andy-isabella,2.3
marvin-hall,2.0
tarik-black,2.0
tommylee-lewis,1.7
miles-boykin,1.6
easop-winston,1.5
keke-coutee,1.5
malik-taylor,1.4
racey-mcmath,0.8
maurice-ffrench,0.3
nsimba-webster,0.0
antonio-gandy-golden,0.0
john-hightower,0.0
cody-thompson,0.0
quinton-bell,0.0
marquez-stevenson,0.0
tutu-atwell,0.0
demetric-felton,0.0
pooka-williams,0.0
dan-chisena,0.0
josh-hammond,0.0
isaiah-coulter,0.0
mason-kinsey,0.0
tyrie-cleveland,0.0
michael-bandy,0.0
dillon-stoner,0.0
landen-akers,0.0
jacob-harris,0.0
jalen-camp,0.0
brandon-smith,0.0
kawaan-baker,0.0
osirus-mitchell,0.0
matt-cole,0.0
john-brown,0.0
matthew-slater,0.0
ryan-switzer,0.0
david-moore,0.0
rodney-adams,0.0
justin-hardee,0.0
jojo-natson,0.0
jordan-veasy,0.0
vyncint-smith,0.0
damion-ratley,0.0
daurice-fountain,0.0
river-cracraft,0.0
ty-montgomery,0.0
devin-smith,0.0
allen-hurns,0.0
geronimo-allison,0.0
alex-bachman,-0.3
jj-koski,-2.0
travis-benjamin,-2.0
diontae-spencer,-3.3
