name,MISC_FPTS
olamide-zaccheaus,20.5
christian-blake,20.1
brandon-zylstra,18.6
damion-willis,17.2
antonio-callaway,16.9
antonio-brown,16.1
deonte-harty,15.5
braxton-berrios,15.5
rashard-higgins,15.5
chris-hogan,14.7
marcell-ateman,14.6
jj-nelson,13.6
riley-ridley,12.9
tj-jones,12.8
robert-foster,12.3
trent-sherfield,12.0
jamal-agnew,11.7
andre-patton,11.6
khadarel-hodge,11.6
ryan-switzer,10.7
tevin-jones,10.1
cedrick-wilson,9.6
deandrew-white,9.1
travis-benjamin,9.0
chad-beebe,9.0
chris-lacy,9.0
ventell-bryant,8.5
diontae-spencer,7.7
jordan-matthews,7.3
deontay-burnett,6.8
geremy-davis,6.8
alexander-hollins,6.6
jason-moore,6.3
michael-crabtree,6.2
devin-funchess,6.2
johnny-holton,6.0
donte-moncrief,5.8
cody-core,5.8
steven-mitchell,5.7
andre-roberts,5.7
russell-shepard,5.5
ryan-grant,5.4
ishmael-hyman,5.4
cj-board,5.1
chris-moore,5.1
marqise-lee,4.9
stanley-morgan,4.8
cam-sims,4.7
damari-scott,4.7
bobo-wilson,4.5
fred-brown,4.1
josh-bellamy,4.0
ashton-dulin,3.7
darius-jennings,3.7
robert-davis,3.7
gunner-olszewski,3.4
mike-thomas,3.4
cody-hollister,3.3
rashard-davis,2.6
jeff-smith,2.2
john-ursua,2.1
deanthony-thomas,2.1
austin-carr,1.9
dwayne-harris,1.7
jaleel-scott,1.6
krishawn-hogan,1.4
cyril-grayson,1.3
tom-kennedy,0.0
spencer-schnell,0.0
jalen-guyton,0.0
liljordan-humphrey,0.0
gary-jennings,0.0
davion-davis,0.0
travis-fulgham,0.0
nsimba-webster,0.0
juwann-winfree,0.0
trenton-irwin,0.0
deonte-thompson,0.0
rod-streater,0.0
andre-holmes,0.0
terrance-williams,0.0
justin-hunter,0.0
markus-wheaton,0.0
doug-baldwin,0.0
kamar-aiken,0.0
jeremy-ross,0.0
brian-quick,0.0
martavis-bryant,0.0
kelvin-benjamin,0.0
jordy-nelson,0.0
james-jones,0.0
matthew-slater,0.0
brandon-tate,0.0
brandon-marshall,0.0
darrius-heyward-bey,0.0
jeremy-kerley,0.0
torrey-smith,0.0
aj-green,0.0
pierre-garcon,0.0
mike-wallace,0.0
brandon-lafell,0.0
riley-mccarron,0.0
justin-hardee,0.0
jojo-natson,0.0
chad-williams,0.0
gehrig-dieter,0.0
victor-bolden,0.0
deante-burton,0.0
marcus-kemp,0.0
josh-malone,0.0
andy-jones,0.0
jaydon-mickens,0.0
max-mccaffrey,0.0
keon-hatcher,0.0
jehu-chesson,0.0
noah-brown,0.0
taywan-taylor,0.0
mose-frazier,0.0
janarion-grant,0.0
saeed-blacknall,0.0
rico-gafford,0.0
keith-kirkwood,0.0
john-franklin-iii,0.0
cam-phillips,0.0
jmon-moore,0.0
jester-weah,0.0
river-cracraft,0.0
lance-lenoir,0.0
equanimeous-st-brown,0.0
jj-jones,0.0
darvin-kidsy,0.0
derrick-willies,0.0
daurice-fountain,0.0
ty-montgomery,0.0
rashad-greene,0.0
kaelin-clay,0.0
freddie-martino,0.0
keenan-reynolds,0.0
alonzo-russell,0.0
charone-peake,0.0
leonte-carroo,0.0
josh-doctson,0.0
corey-coleman,0.0
tony-jones,0.0
bradley-marquez,0.0
eli-rogers,0.0
michael-walker,-0.5
darrius-shepherd,-0.9
quincy-enunwa,-1.4
greg-dortch,-2.0
ray-ray-mccloud-iii,-2.0
