name,rf proj,xgb proj,enet proj,svr proj,mean proj,rank,last rank
donovan-peoples-jones,129.53579999999994,143.4757568359375,149.43278019907106,154.5567222008721,144.25026480897014,46,39
josh-palmer,116.1422,154.0687744140625,155.88983873311355,150.23138334999297,144.08304912429224,47,37
curtis-samuel,116.17839999999994,155.3924072265625,153.3714235079969,146.74001149680228,142.92056055784042,48,33
adam-thielen,149.64599999999993,135.11357421875,129.77419574016122,148.92256361158653,140.86408339262442,49,30
kj-osborn,133.70279999999997,150.91640625,142.48218556342317,134.7245816713553,140.4564933711946,50,45
romeo-doubs,128.78979999999996,142.25565185546876,141.6892542310551,115.6084466487994,132.0857881838308,51,69
darnell-mooney,111.76239999999996,137.04189453125,149.18491221200935,119.43330189192946,129.35562715879718,52,70
isaiah-hodgins,99.78479999999998,146.74959716796874,147.12033738327014,120.26408517205168,128.47970493082263,53,71
alec-pierce,125.37520000000002,127.78011474609374,126.24811070493452,125.4719043797834,126.21883245770292,54,62
elijah-moore,147.2662,118.0546630859375,123.65524784630024,109.95728367313076,124.73334865134213,55,76
chase-claypool,104.9236,129.4249755859375,132.6915730081691,127.62812681008192,123.66706885104712,56,65
nico-collins,93.23719999999994,135.23895263671875,142.71482942715477,120.35476377039824,122.88643645856791,57,74
rondale-moore,92.83660000000002,139.84530029296874,151.7528790735607,94.50853198901282,119.73582783888558,58,78
michael-gallup,120.864,122.5919677734375,122.6716329660896,112.38200958603456,119.6274025813904,59,64
richie-james,105.177,124.92818603515624,126.29583429496893,116.50061673379948,118.22540926598116,60,50
robert-woods,132.10299999999998,112.0066650390625,113.68038169123136,108.84141409769737,116.6578652069978,61,59
darius-slayton,67.59240000000001,131.90650634765626,142.1903756102438,121.90655131278108,115.89895831767028,62,52
dj-chark,114.24459999999996,113.10416259765626,129.8378500030504,100.6037820087444,114.44759865236274,63,72
mack-hollins,69.8838,128.03621826171874,126.90427618225571,132.19579889203445,114.25502333400225,64,46
marquez-valdesscantling,115.4878,104.21273193359374,111.8353780305632,116.9122844154222,112.1120485948948,65,54
russell-gage,94.9452,123.73426513671876,119.88946524626864,102.57620275201931,110.28628328375169,66,53
greg-dortch,85.59039999999996,131.44390869140625,125.86684058691095,91.18542146996904,108.52164268707156,67,61
kendrick-bourne,106.47259999999994,104.66148681640624,106.7805120303115,92.83405197416724,102.68716270522124,68,75
isaiah-mckenzie,92.46579999999996,101.85332641601562,104.03197891226291,105.5772438285666,100.98208728921128,69,55
terrace-marshall,82.85700000000001,104.714892578125,117.43104008231931,92.7647644413046,99.44192427543724,70,83
hunter-renfrow,101.2134,107.4073974609375,108.89498987399448,78.48203756795945,98.99945622572288,71,87
olamide-zaccheaus,61.3258,112.573876953125,119.0811711237399,101.81391838587528,98.69869161568504,72,63
allen-robinson,101.7502,95.8072998046875,108.66386770989992,87.7883835790191,98.50243777340162,73,79
devante-parker,107.25399999999998,89.80369262695312,105.4569430326768,85.3474246514069,96.9655150777592,74,68
devin-duvernay,84.77459999999996,101.15460815429688,110.0134982473136,87.098797056054,95.76037586441612,75,58
trent-sherfield,99.8578,99.32384033203124,95.930109656187,82.1049033886799,94.30416334422452,76,82
quez-watkins,106.89599999999996,91.60881958007812,98.16447150123535,77.80920421834017,93.6196238249134,77,80
josh-reynolds,55.28259999999999,106.686767578125,116.25260642823504,95.5941592462049,93.45403331314122,78,66
marvin-jones,82.2282,91.43331909179688,96.72508750675723,103.26141205476064,93.41200466332867,79,56
jauan-jennings,87.1696,102.55081787109376,98.38416302350916,82.62322508868968,92.68195149582316,80,85
kalif-raymond,87.574,89.53373413085937,101.17070967221184,91.03026226054216,92.32717651590336,81,57
tyquan-thornton,123.11679999999996,75.440234375,99.30884135713904,67.8029641369383,91.41720996726932,82,89
demarcus-robinson,84.30499999999995,92.66897583007812,99.4018673332507,85.41164459693212,90.44687194006522,83,67
corey-davis,51.4002,100.24519653320311,106.00878042314712,89.28019777980083,86.73359368403777,84,73
noah-brown,45.04099999999998,98.53641357421876,103.33624859633504,96.29843067996948,85.8030232126308,85,60
nelson-agholor,86.6008,83.74014892578126,95.23070154494847,68.05659900907122,83.40706236995024,86,88
nick-westbrook,65.51360000000001,87.99339599609375,95.14810769076304,81.13302358340209,82.44703181756472,87,84
randall-cobb,98.0656,71.1357421875,88.13290271979857,55.2471475373899,78.14534811117211,88,86
ben-skowronek,78.73899999999998,73.95205688476562,80.74273857203958,57.83076332934686,72.81613969653802,89,81
