name,MISC_FPTS/G
jalen-reagor,3.6
devin-duvernay,3.8
sterling-shepard,8.5
adam-humphries,3.5
demarcus-robinson,3.8
sammy-watkins,5.2
danny-amendola,7.1
calvin-ridley,11.1
darius-slayton,4.3
tyler-johnson,3.4
james-washington,3.6
chris-conley,3.8
mack-hollins,3.3
damiere-byrd,4.7
chester-rogers,3.1
antoine-wesley,6.0
marquise-goodwin,3.4
ray-ray-mccloud-iii,2.9
rashard-higgins,3.8
chris-moore,4.5
liljordan-humphrey,5.4
isaiah-mckenzie,2.8
quintez-cephus,8.4
cam-sims,3.4
brandon-zylstra,3.3
cyril-grayson,13.2
tavon-austin,3.3
ashton-dulin,2.4
malik-turner,5.6
albert-wilson,3.6
tajae-sharpe,2.5
john-ross,3.9
isaiah-ford,3.8
jakeem-grant,2.3
greg-ward,3.1
kendall-hinton,2.8
dj-chark,10.3
anthony-schwartz,2.2
james-proche-ii,4.0
breshad-perriman,5.6
juju-smith-schuster,5.5
parris-campbell,4.5
noah-brown,2.6
ihmir-smith-marsette,4.4
mohamed-sanu,3.2
terrace-marshall,2.0
khadarel-hodge,2.0
dee-eskridge,2.9
nkeal-harry,2.2
dyami-brown,2.2
marcus-johnson,2.9
dante-pettis,6.8
trent-sherfield,1.6
ben-skowronek,1.6
kristian-wilkerson,18.2
denzel-mims,1.7
scott-miller,2.8
collin-johnson,2.0
kenny-stills,2.3
equanimeous-st-brown,1.3
tom-kennedy,2.2
trinity-benson,2.2
jeff-smith,1.7
phillip-dorsett,2.9
dez-fitzpatrick,4.5
shi-smith,2.6
chris-hogan,2.4
dede-westbrook,0.8
josh-gordon,1.3
anthony-miller,3.8
auden-tate,2.9
dax-milne,1.2
preston-williams,1.8
cameron-batson,2.5
kj-hamler,3.3
penny-hart,0.8
dezmon-patmon,2.3
jamarcus-bradley,2.1
jaelon-darden,0.9
andre-roberts,0.5
juwann-winfree,1.6
cj-board,1.3
mike-thomas,1.1
amari-rodgers,0.5
jason-moore,7.1
alex-erickson,0.4
curtis-samuel,1.4
will-fuller,3.3
brandon-powell,1.0
willie-snead,0.8
cody-white,1.0
pharoh-cooper,0.7
greg-dortch,1.1
cody-hollister,1.8
trent-taylor,1.3
dj-montgomery,2.6
gunner-olszewski,0.3
jj-arcega-whiteside,0.7
christian-blake,0.5
kj-hill,0.8
trenton-irwin,0.9
kevin-white,1.1
seth-williams,3.9
jake-kumerow,0.5
mike-strachan,1.8
marcus-kemp,0.3
tylan-wallace,0.3
dazz-newsome,1.1
keith-kirkwood,1.1
david-sills-v,0.7
tyron-johnson,0.4
tyrell-williams,2.4
stanley-morgan,0.2
davion-davis,1.1
cj-saunders,2.1
jaydon-mickens,0.2
frank-darby,0.5
kirk-merritt,1.8
andy-isabella,0.6
tarik-black,1.5
marvin-hall,1.5
tommylee-lewis,0.6
miles-boykin,0.6
keke-coutee,1.0
easop-winston,0.3
malik-taylor,0.1
maurice-ffrench,0.2
nsimba-webster,0.0
john-hightower,0.0
cody-thompson,0.0
quinton-bell,0.0
antonio-gandy-golden,0.0
tutu-atwell,0.0
demetric-felton,0.0
pooka-williams,0.0
dan-chisena,0.0
marquez-stevenson,0.0
josh-hammond,0.0
mason-kinsey,0.0
tyrie-cleveland,0.0
isaiah-coulter,0.0
matt-cole,0.0
michael-bandy,0.0
landen-akers,0.0
dillon-stoner,0.0
brandon-smith,0.0
jacob-harris,0.0
jalen-camp,0.0
kawaan-baker,0.0
osirus-mitchell,0.0
john-brown,0.0
matthew-slater,0.0
david-moore,0.0
ryan-switzer,0.0
rodney-adams,0.0
justin-hardee,0.0
jojo-natson,0.0
vyncint-smith,0.0
jordan-veasy,0.0
damion-ratley,0.0
daurice-fountain,0.0
river-cracraft,0.0
ty-montgomery,0.0
devin-smith,0.0
allen-hurns,0.0
geronimo-allison,0.0
racey-mcmath,0.0
alex-bachman,-0.2
travis-benjamin,-0.4
jj-koski,-0.7
diontae-spencer,-0.3
