name,MISC_FPTS/G
trent-sherfield,0.6
riley-ridley,2.0
khadarel-hodge,0.6
andre-patton,0.7
tevin-jones,1.6
chad-beebe,2.7
ventell-bryant,0.7
chris-lacy,1.1
deandrew-white,0.7
cedrick-wilson,1.2
ryan-switzer,0.7
travis-benjamin,1.2
deontay-burnett,2.9
alexander-hollins,1.1
geremy-davis,0.7
jason-moore,0.5
jordan-matthews,1.8
steven-mitchell,1.2
diontae-spencer,0.3
devin-funchess,4.7
johnny-holton,0.3
ishmael-hyman,2.2
cody-core,0.3
andre-roberts,0.3
michael-crabtree,1.4
cj-board,1.0
russell-shepard,1.3
donte-moncrief,0.5
cam-sims,0.5
damari-scott,0.7
chris-moore,0.3
marqise-lee,0.6
ryan-grant,1.7
stanley-morgan,0.3
fred-brown,0.2
bobo-wilson,0.5
josh-bellamy,0.4
ashton-dulin,0.2
robert-davis,0.5
darius-jennings,0.3
mike-thomas,0.2
gunner-olszewski,0.3
cody-hollister,0.5
rashard-davis,2.1
jeff-smith,1.7
deanthony-thomas,0.1
john-ursua,0.5
austin-carr,0.2
dwayne-harris,0.4
jaleel-scott,0.4
krishawn-hogan,0.1
cyril-grayson,0.4
tom-kennedy,0.0
spencer-schnell,0.0
jalen-guyton,0.0
liljordan-humphrey,0.0
gary-jennings,0.0
davion-davis,0.0
travis-fulgham,0.0
nsimba-webster,0.0
juwann-winfree,0.0
trenton-irwin,0.0
deonte-thompson,0.0
rod-streater,0.0
andre-holmes,0.0
terrance-williams,0.0
justin-hunter,0.0
markus-wheaton,0.0
doug-baldwin,0.0
kamar-aiken,0.0
jeremy-ross,0.0
brian-quick,0.0
martavis-bryant,0.0
kelvin-benjamin,0.0
jordy-nelson,0.0
james-jones,0.0
matthew-slater,0.0
brandon-tate,0.0
brandon-marshall,0.0
darrius-heyward-bey,0.0
jeremy-kerley,0.0
torrey-smith,0.0
aj-green,0.0
pierre-garcon,0.0
mike-wallace,0.0
brandon-lafell,0.0
riley-mccarron,0.0
justin-hardee,0.0
jojo-natson,0.0
chad-williams,0.0
gehrig-dieter,0.0
victor-bolden,0.0
deante-burton,0.0
marcus-kemp,0.0
josh-malone,0.0
andy-jones,0.0
jaydon-mickens,0.0
max-mccaffrey,0.0
keon-hatcher,0.0
jehu-chesson,0.0
noah-brown,0.0
taywan-taylor,0.0
mose-frazier,0.0
janarion-grant,0.0
saeed-blacknall,0.0
rico-gafford,0.0
keith-kirkwood,0.0
john-franklin-iii,0.0
cam-phillips,0.0
jmon-moore,0.0
jester-weah,0.0
river-cracraft,0.0
lance-lenoir,0.0
equanimeous-st-brown,0.0
jj-jones,0.0
darvin-kidsy,0.0
derrick-willies,0.0
daurice-fountain,0.0
ty-montgomery,0.0
rashad-greene,0.0
kaelin-clay,0.0
freddie-martino,0.0
keenan-reynolds,0.0
alonzo-russell,0.0
charone-peake,0.0
leonte-carroo,0.0
josh-doctson,0.0
corey-coleman,0.0
tony-jones,0.0
bradley-marquez,0.0
eli-rogers,0.0
darrius-shepherd,-0.2
michael-walker,-0.2
quincy-enunwa,-1.9
ray-ray-mccloud-iii,-0.3
greg-dortch,-1.0
