name,MISC_FPTS/G
mose-frazier,0.0
janarion-grant,0.0
saeed-blacknall,0.0
rico-gafford,0.0
keith-kirkwood,0.0
john-franklin-iii,0.0
cam-phillips,0.0
jmon-moore,0.0
jester-weah,0.0
river-cracraft,0.0
lance-lenoir,0.0
equanimeous-st-brown,0.0
jj-jones,0.0
darvin-kidsy,0.0
derrick-willies,0.0
daurice-fountain,0.0
ty-montgomery,0.0
rashad-greene,0.0
kaelin-clay,0.0
freddie-martino,0.0
keenan-reynolds,0.0
alonzo-russell,0.0
charone-peake,0.0
leonte-carroo,0.0
josh-doctson,0.0
corey-coleman,0.0
tony-jones,0.0
bradley-marquez,0.0
eli-rogers,0.0
michael-walker,-0.1
darrius-shepherd,-0.2
quincy-enunwa,-1.4
ray-ray-mccloud-iii,-0.3
greg-dortch,-1.0
