name,MISC_FPTS/G
taywan-taylor,0.0
duke-williams,0.0
marken-michel,0.0
rico-gafford,0.0
malik-turner,0.0
fred-brown,0.0
cyril-grayson,0.0
deante-burton,0.0
derrick-willies,0.0
jeff-badet,0.0
trey-quinn,0.0
deon-cain,0.0
ty-montgomery,0.0
kevin-white,0.0
chris-moore,0.0
tajae-sharpe,0.0
johnny-holton,0.0
deandre-carter,-0.1
kendall-hinton,-0.8
dede-westbrook,-0.6
dwayne-harris,-0.7
nsimba-webster,-0.1
