name,MISC_FPTS/G
ted-ginn-jr,8.8
equanimeous-st-brown,3.7
isaiah-mckenzie,5.4
trent-taylor,3.0
torrey-smith,3.8
tj-jones,2.7
keith-kirkwood,4.9
chris-moore,2.3
trent-sherfield,2.8
martavis-bryant,4.6
russell-shepard,3.0
james-washington,2.6
tavon-austin,5.1
travis-benjamin,2.9
bennie-fowler,3.4
chad-williams,3.3
justin-hardy,2.0
brandon-lafell,5.3
deandre-carter,2.2
cody-core,2.2
cody-latimer,5.1
marcell-ateman,4.1
alex-erickson,1.7
josh-bellamy,1.7
austin-carr,1.9
marvin-hall,1.6
brandon-marshall,3.6
deonte-thompson,1.9
michael-floyd,1.8
andre-holmes,1.5
dj-chark,2.0
richie-james,1.7
damion-ratley,1.6
jake-kumerow,4.1
cameron-meredith,3.3
andy-jones,2.4
deontay-burnett,3.9
marcus-johnson,3.8
andre-roberts,1.2
brandon-powell,3.1
trey-quinn,6.0
leonte-carroo,2.0
vyncint-smith,2.5
darius-jennings,1.0
eli-rogers,5.2
brice-butler,1.9
tommylee-lewis,1.8
cameron-batson,1.1
kevin-white,1.2
deanthony-thomas,2.2
corey-coleman,1.3
jj-nelson,0.7
russell-gage,0.6
kamar-aiken,1.7
dwayne-harris,0.5
noah-brown,1.0
derrick-willies,1.5
bobo-wilson,1.4
rashad-greene,0.9
jawill-davis,0.9
chad-beebe,2.0
auden-tate,0.8
shelton-gibson,0.4
jalen-tolliver,1.7
javon-wims,1.3
rishard-matthews,0.6
ray-ray-mccloud-iii,0.5
justin-hunter,0.7
charone-peake,0.3
brian-quick,0.6
malik-turner,0.5
river-cracraft,0.4
brandon-zylstra,0.2
terrance-williams,0.9
khadarel-hodge,0.2
gehrig-dieter,0.7
tim-white,0.6
jeremy-kerley,1.7
sammie-coates,0.1
josh-malone,0.2
jamal-agnew,0.3
justin-hardee,0.1
victor-bolden,0.3
cam-phillips,0.7
damiere-byrd,0.2
keon-hatcher,0.4
darvin-kidsy,0.7
allen-lazard,1.2
marcus-kemp,0.1
justin-watson,0.1
jehu-chesson,0.1
darrius-heyward-bey,0.1
jmon-moore,0.0
nick-williams,0.0
markus-wheaton,0.0
matthew-slater,0.0
brandon-tate,0.0
mike-wallace,0.0
deante-burton,0.0
lance-lenoir,0.0
isaiah-ford,0.0
tanner-mcevoy,0.0
malachi-dupre,0.0
brendan-langley,0.0
stacy-coley,0.0
janarion-grant,0.0
cam-sims,0.0
damari-scott,0.0
chris-lacy,0.0
daurice-fountain,0.0
quadree-henderson,0.0
steven-dunbar,0.0
saeed-blacknall,0.0
rico-gafford,0.0
steven-mitchell,0.0
geremy-davis,0.0
duron-carter,0.0
bradley-marquez,0.0
ty-montgomery,0.0
freddie-martino,0.0
mike-thomas,0.0
trevor-davis,0.0
johnny-holton,0.0
jaydon-mickens,0.0
mose-frazier,0.0
keenan-reynolds,0.0
alonzo-russell,0.0
pharoh-cooper,0.0
rod-streater,-0.4
jj-jones,-0.3
kaelin-clay,-1.0
riley-mccarron,-2.0
jojo-natson,-0.2
